RunSampleID	PathwayID	weightedSum
USDA_RUN12_D12.BAF	path:map01501	7212.333333333334
USDA_RUN12_D12.BAF	path:map01502	2316.333333333333
USDA_RUN12_D12.BAF	path:map01503	6270.25
USDA_RUN12_D12.BAF	path:map02010	121190.83333333334
USDA_RUN12_D12.BAF	path:map02020	52689.157465633776
USDA_RUN12_D12.BAF	path:map02024	31743.250000000004
USDA_RUN12_D12.BAF	path:map02025	2441.3
USDA_RUN12_D12.BAF	path:map02026	6644.716666666667
USDA_RUN12_D12.BAF	path:map02030	5381.333333333333
USDA_RUN12_D12.BAF	path:map02040	6584.533333333334
USDA_RUN12_D12.BAF	path:map02060	13689.583333333334
USDA_RUN12_D12.BAF	path:map03010	41886
USDA_RUN12_D12.BAF	path:map03018	17427.833333333332
USDA_RUN12_D12.BAF	path:map03030	7837.249999999999
USDA_RUN12_D12.BAF	path:map03060	5681
USDA_RUN12_D12.BAF	path:map03070	13866.499999999998
USDA_RUN12_D12.BAF	path:map03410	7049.583333333333
USDA_RUN12_D12.BAF	path:map03430	16018.583333333334
USDA_RUN12_D12.BAF	path:map03440	16493.333333333336
USDA_RUN12_D12.BAF	path:map04112	12939.5
USDA_RUN12_D12.BAF	path:map04122	4147.8
USDA_RUN12_D12.BAF	path:map04964	99.69444444444444
USDA_RUN12_D12.BAF	path:map05111	3531.5916666666667
USDA_RUN12_D13.BAF	path:map00010	10510.944223831722
USDA_RUN12_D13.BAF	path:map00020	3295.9167360417364
USDA_RUN12_D13.BAF	path:map00030	8156.948124098124
USDA_RUN12_D13.BAF	path:map00040	11105.472222222223
USDA_RUN12_D13.BAF	path:map00051	8944.648701298702
USDA_RUN12_D13.BAF	path:map00052	10919.80137085137
USDA_RUN12_D13.BAF	path:map00053	3803
USDA_RUN12_D13.BAF	path:map00061	2023.3378787878787
USDA_RUN12_D13.BAF	path:map00071	1434.6679657674626
USDA_RUN12_D13.BAF	path:map00072	223.2781954887218
USDA_RUN12_D13.BAF	path:map00121	782.6666666666666
USDA_RUN12_D13.BAF	path:map00130	1997.7999999999997
USDA_RUN12_D13.BAF	path:map00190	16598.546464646464
USDA_RUN12_D13.BAF	path:map00220	3274.125937950938
USDA_RUN12_D13.BAF	path:map00230	37791.99783549783
USDA_RUN12_D13.BAF	path:map00240	27618.323809523812
USDA_RUN12_D13.BAF	path:map00250	10696.62712842713
USDA_RUN12_D13.BAF	path:map00260	6377.788636363636
USDA_RUN12_D13.BAF	path:map00261	1159.1238095238095
USDA_RUN12_D13.BAF	path:map00270	8198.766197691199
USDA_RUN12_D13.BAF	path:map00280	1090.9406583526552
USDA_RUN12_D13.BAF	path:map00281	180.3440285204991
USDA_RUN12_D13.BAF	path:map00290	3283.279761904762
USDA_RUN12_D13.BAF	path:map00300	3911.372619047619
USDA_RUN12_D13.BAF	path:map00310	3115.639540026537
USDA_RUN12_D13.BAF	path:map00330	6481.411904761905
USDA_RUN12_D13.BAF	path:map00340	3599.8166666666666
USDA_RUN12_D13.BAF	path:map00350	1609.917495004995
USDA_RUN12_D13.BAF	path:map00360	2866.5003246753245
USDA_RUN12_D13.BAF	path:map00362	1488.7365097235065
USDA_RUN12_D13.BAF	path:map00364	136.26190476190476
USDA_RUN12_D13.BAF	path:map00380	779.8405473525443
USDA_RUN12_D13.BAF	path:map00400	3289.426515151515
USDA_RUN12_D13.BAF	path:map00401	309.4848484848485
USDA_RUN12_D13.BAF	path:map00410	974.6970588235295
USDA_RUN12_D13.BAF	path:map00430	803.1583333333333
USDA_RUN12_D13.BAF	path:map00440	2068.25
USDA_RUN12_D13.BAF	path:map00450	8832.119047619048
USDA_RUN12_D13.BAF	path:map00460	1348.25
USDA_RUN12_D13.BAF	path:map00471	1400.7777777777776
USDA_RUN12_D13.BAF	path:map00472	833.5
USDA_RUN12_D13.BAF	path:map00473	873
USDA_RUN12_D13.BAF	path:map00480	2901.539574314574
USDA_RUN12_D13.BAF	path:map00500	20438.116414141416
USDA_RUN12_D13.BAF	path:map00511	4589.291666666667
USDA_RUN12_D13.BAF	path:map00520	16938.28308080808
USDA_RUN12_D13.BAF	path:map00521	1986.0636363636363
USDA_RUN12_D13.BAF	path:map00531	268.2083333333333
USDA_RUN12_D13.BAF	path:map00540	4470.166666666667
USDA_RUN12_D13.BAF	path:map00550	12499
USDA_RUN12_D13.BAF	path:map00561	4952.628571428571
USDA_RUN12_D13.BAF	path:map00564	7154.261904761905
USDA_RUN12_D13.BAF	path:map00620	13290.864159524685
USDA_RUN12_D13.BAF	path:map00622	202.28571428571428
USDA_RUN12_D13.BAF	path:map00625	588.6028846153846
USDA_RUN12_D13.BAF	path:map00627	517.7476190476191
USDA_RUN12_D13.BAF	path:map00630	4667.977687663214
USDA_RUN12_D13.BAF	path:map00633	814.3307692307693
USDA_RUN12_D13.BAF	path:map00640	8642.170237107235
USDA_RUN12_D13.BAF	path:map00643	585.7285714285714
USDA_RUN12_D13.BAF	path:map00650	6265.058043745042
USDA_RUN12_D13.BAF	path:map00660	1489.3015873015872
USDA_RUN12_D13.BAF	path:map00670	3162.392857142857
USDA_RUN12_D13.BAF	path:map00680	3921.2871725496725
USDA_RUN12_D13.BAF	path:map00710	3885.142712842713
USDA_RUN12_D13.BAF	path:map00720	5211.2722764078035
USDA_RUN12_D13.BAF	path:map00730	6051.333333333333
USDA_RUN12_D13.BAF	path:map00740	1320.0666666666666
USDA_RUN12_D13.BAF	path:map00750	2206.9166666666665
USDA_RUN12_D13.BAF	path:map00760	5853.419047619048
USDA_RUN12_D13.BAF	path:map00770	4792.190476190476
USDA_RUN12_D13.BAF	path:map00780	2956.0833333333335
USDA_RUN12_D13.BAF	path:map00785	615
USDA_RUN12_D13.BAF	path:map00790	4225.933333333333
USDA_RUN12_D13.BAF	path:map00791	164.46666666666667
USDA_RUN12_D13.BAF	path:map00860	8192.233333333334
USDA_RUN12_D13.BAF	path:map00900	2754.361528822055
USDA_RUN12_D13.BAF	path:map00903	91.31372549019608
USDA_RUN12_D13.BAF	path:map00910	8500.393795093794
USDA_RUN12_D13.BAF	path:map00920	5843.969047619047
USDA_RUN12_D13.BAF	path:map00930	107.42483660130719
USDA_RUN12_D13.BAF	path:map00960	520.6098484848485
USDA_RUN12_D13.BAF	path:map00970	59547.1
USDA_RUN12_D13.BAF	path:map00983	3866.4896825396822
USDA_RUN12_D13.BAF	path:map01053	2032.8666666666666
USDA_RUN12_D13.BAF	path:map01100	187207.19804957267
USDA_RUN12_D13.BAF	path:map01110	52884.17034116981
USDA_RUN12_D13.BAF	path:map01120	41659.487407436885
USDA_RUN12_D13.BAF	path:map01130	35284.97351577298
USDA_RUN12_D13.BAF	path:map01200	16320.473715573207
USDA_RUN12_D13.BAF	path:map01210	5153.054184704185
USDA_RUN12_D13.BAF	path:map01212	2569.1029599399567
USDA_RUN12_D13.BAF	path:map01230	23159.93326118325
USDA_RUN12_D13.BAF	path:map01501	8368.166666666668
USDA_RUN12_D13.BAF	path:map01502	2326.6666666666665
USDA_RUN12_D13.BAF	path:map01503	7906.166666666667
USDA_RUN12_D13.BAF	path:map02010	124395.00000000001
USDA_RUN12_D13.BAF	path:map02020	56901.595439355966
USDA_RUN12_D13.BAF	path:map02024	33243.575000000004
USDA_RUN12_D13.BAF	path:map02025	2981.575
USDA_RUN12_D13.BAF	path:map02026	8641.358333333334
USDA_RUN12_D13.BAF	path:map02030	5381
USDA_RUN12_D13.BAF	path:map02040	6866.183333333333
USDA_RUN12_D13.BAF	path:map02060	15190.5
USDA_RUN12_D13.BAF	path:map03010	41051
USDA_RUN12_D13.BAF	path:map03018	17608.919047619045
USDA_RUN12_D13.BAF	path:map03030	7868.761904761904
USDA_RUN12_D13.BAF	path:map03060	5830.166666666667
USDA_RUN12_D13.BAF	path:map03070	14235.833333333332
USDA_RUN12_D13.BAF	path:map03410	7103.095238095238
USDA_RUN12_D13.BAF	path:map03430	15958.000000000002
USDA_RUN12_D13.BAF	path:map03440	17358.428571428572
USDA_RUN12_D13.BAF	path:map04112	12837.25
USDA_RUN12_D13.BAF	path:map04122	4233.5999999999995
USDA_RUN12_D13.BAF	path:map04964	111.27777777777777
USDA_RUN12_D13.BAF	path:map05111	4126.616666666667
USDA_RUN12_D14.BAF	path:map00010	11795.851617826615
USDA_RUN12_D14.BAF	path:map00020	3876.7396991896994
USDA_RUN12_D14.BAF	path:map00030	9420.178968253967
USDA_RUN12_D14.BAF	path:map00040	13929.083333333332
USDA_RUN12_D14.BAF	path:map00051	11006.642568542567
USDA_RUN12_D14.BAF	path:map00052	12479.713059163058
USDA_RUN12_D14.BAF	path:map00053	5230.638888888889
USDA_RUN12_D14.BAF	path:map00061	2406.8863636363635
USDA_RUN12_D14.BAF	path:map00071	1904.742967180738
USDA_RUN12_D14.BAF	path:map00072	318.9674185463659
USDA_RUN12_D14.BAF	path:map00121	439
USDA_RUN12_D14.BAF	path:map00130	3305.723809523809
USDA_RUN12_D14.BAF	path:map00190	17874.164646464644
USDA_RUN12_D14.BAF	path:map00220	3463.701082251082
USDA_RUN12_D14.BAF	path:map00230	42754.48203463203
USDA_RUN12_D14.BAF	path:map00240	29452.02380952381
USDA_RUN12_D14.BAF	path:map00250	11415.710606060607
USDA_RUN12_D14.BAF	path:map00260	8483.876911976911
USDA_RUN12_D14.BAF	path:map00261	1311.090476190476
USDA_RUN12_D14.BAF	path:map00270	10203.021572871574
USDA_RUN12_D14.BAF	path:map00280	1498.7184944312653
USDA_RUN12_D14.BAF	path:map00281	267.98336304218657
USDA_RUN12_D14.BAF	path:map00290	3643.2619047619046
USDA_RUN12_D14.BAF	path:map00300	4193.476190476191
USDA_RUN12_D14.BAF	path:map00310	4349.639454027225
USDA_RUN12_D14.BAF	path:map00330	9126.169841269842
USDA_RUN12_D14.BAF	path:map00340	4590.538888888889
USDA_RUN12_D14.BAF	path:map00350	2288.861713286713
USDA_RUN12_D14.BAF	path:map00360	4641.480241980242
USDA_RUN12_D14.BAF	path:map00362	2444.8158609536317
USDA_RUN12_D14.BAF	path:map00364	281.06666666666666
USDA_RUN12_D14.BAF	path:map00380	1135.9167434045144
USDA_RUN12_D14.BAF	path:map00400	3881.538636363636
USDA_RUN12_D14.BAF	path:map00401	402.43030303030304
USDA_RUN12_D14.BAF	path:map00410	1398.5101307189543
USDA_RUN12_D14.BAF	path:map00430	1022.6488095238095
USDA_RUN12_D14.BAF	path:map00440	3179.3333333333335
USDA_RUN12_D14.BAF	path:map00450	9672.857142857143
USDA_RUN12_D14.BAF	path:map00460	1586.7333333333333
USDA_RUN12_D14.BAF	path:map00471	1603.1666666666665
USDA_RUN12_D14.BAF	path:map00472	975
USDA_RUN12_D14.BAF	path:map00473	1036.5833333333333
USDA_RUN12_D14.BAF	path:map00480	4282.0772005772005
USDA_RUN12_D14.BAF	path:map00500	25269.680303030305
USDA_RUN12_D14.BAF	path:map00511	4095.8333333333335
USDA_RUN12_D14.BAF	path:map00520	18248.030303030304
USDA_RUN12_D14.BAF	path:map00521	2115.9636363636364
USDA_RUN12_D14.BAF	path:map00531	277.6666666666667
USDA_RUN12_D14.BAF	path:map00540	6730.666666666667
USDA_RUN12_D14.BAF	path:map00550	15138.583333333332
USDA_RUN12_D14.BAF	path:map00561	6441.736507936508
USDA_RUN12_D14.BAF	path:map00564	9647.297619047618
USDA_RUN12_D14.BAF	path:map00620	15108.356215860162
USDA_RUN12_D14.BAF	path:map00622	339.05555555555554
USDA_RUN12_D14.BAF	path:map00625	592.8600427350427
USDA_RUN12_D14.BAF	path:map00627	841.9460317460317
USDA_RUN12_D14.BAF	path:map00630	6254.199999853948
USDA_RUN12_D14.BAF	path:map00633	1034.1153846153845
USDA_RUN12_D14.BAF	path:map00640	10811.409780922551
USDA_RUN12_D14.BAF	path:map00643	727.4380952380952
USDA_RUN12_D14.BAF	path:map00650	7143.263929551702
USDA_RUN12_D14.BAF	path:map00660	1838.95873015873
USDA_RUN12_D14.BAF	path:map00670	3689.5119047619046
USDA_RUN12_D14.BAF	path:map00680	4601.546264846264
USDA_RUN12_D14.BAF	path:map00710	4033.407431457432
USDA_RUN12_D14.BAF	path:map00720	5561.395176899125
USDA_RUN12_D14.BAF	path:map00730	6712.683333333333
USDA_RUN12_D14.BAF	path:map00740	1871.7166666666665
USDA_RUN12_D14.BAF	path:map00750	2462.4583333333335
USDA_RUN12_D14.BAF	path:map00760	6983.195238095238
USDA_RUN12_D14.BAF	path:map00770	5565.357142857143
USDA_RUN12_D14.BAF	path:map00780	4154.916666666667
USDA_RUN12_D14.BAF	path:map00785	811
USDA_RUN12_D14.BAF	path:map00790	6020.583333333333
USDA_RUN12_D14.BAF	path:map00791	260.7833333333333
USDA_RUN12_D14.BAF	path:map00860	11546.95
USDA_RUN12_D14.BAF	path:map00900	3185.467418546366
USDA_RUN12_D14.BAF	path:map00903	144.82679738562092
USDA_RUN12_D14.BAF	path:map00910	11100.683621933622
USDA_RUN12_D14.BAF	path:map00920	8340.757142857143
USDA_RUN12_D14.BAF	path:map00930	150.43790849673204
USDA_RUN12_D14.BAF	path:map00960	893.8469696969697
USDA_RUN12_D14.BAF	path:map00970	58447
USDA_RUN12_D14.BAF	path:map00983	4134.788888888888
USDA_RUN12_D14.BAF	path:map01053	2678.333333333333
USDA_RUN12_D14.BAF	path:map01100	223835.8083628962
USDA_RUN12_D14.BAF	path:map01110	62410.13304377078
USDA_RUN12_D14.BAF	path:map01120	52048.35629551904
USDA_RUN12_D14.BAF	path:map01130	39962.865644503385
USDA_RUN12_D14.BAF	path:map01200	18629.893444481208
USDA_RUN12_D14.BAF	path:map01210	5544.552236652236
USDA_RUN12_D14.BAF	path:map01212	3171.319288082059
USDA_RUN12_D14.BAF	path:map01230	25777.64992784991
USDA_RUN12_D14.BAF	path:map01501	12383.083333333332
USDA_RUN12_D14.BAF	path:map01502	2631.75
USDA_RUN12_D14.BAF	path:map01503	12127.833333333334
USDA_RUN12_D14.BAF	path:map02010	159542.5
USDA_RUN12_D14.BAF	path:map02020	76936.46092503988
USDA_RUN12_D14.BAF	path:map02024	42834.60833333333
USDA_RUN12_D14.BAF	path:map02025	4861.625
USDA_RUN12_D14.BAF	path:map02026	13977.066666666668
USDA_RUN12_D14.BAF	path:map02030	6882.166666666667
USDA_RUN12_D14.BAF	path:map02040	9162.55
USDA_RUN12_D14.BAF	path:map02060	19613.916666666668
USDA_RUN12_D14.BAF	path:map03010	38686
USDA_RUN12_D14.BAF	path:map03018	19224.509523809524
USDA_RUN12_D14.BAF	path:map03030	8488.190476190475
USDA_RUN12_D14.BAF	path:map03060	6785.166666666667
USDA_RUN12_D14.BAF	path:map03070	14712.499999999998
USDA_RUN12_D14.BAF	path:map03410	8494.190476190475
USDA_RUN12_D14.BAF	path:map03430	17507.666666666668
USDA_RUN12_D14.BAF	path:map03440	20622.52380952381
USDA_RUN12_D14.BAF	path:map04112	13823.75
USDA_RUN12_D14.BAF	path:map04122	5249.4
USDA_RUN12_D14.BAF	path:map04964	150.45833333333331
USDA_RUN12_D14.BAF	path:map05111	6248
USDA_RUN12_D25.BAF	path:map00010	16905.292458929955
USDA_RUN12_D25.BAF	path:map00020	5165.855869130869
USDA_RUN12_D25.BAF	path:map00030	12078.342099567099
USDA_RUN12_D25.BAF	path:map00040	19119.11111111111
USDA_RUN12_D25.BAF	path:map00051	16807.722077922077
USDA_RUN12_D25.BAF	path:map00052	15464.474386724385
USDA_RUN12_D25.BAF	path:map00053	8312.333333333334
USDA_RUN12_D25.BAF	path:map00061	2970.169696969697
USDA_RUN12_D25.BAF	path:map00071	3509.892863951494
USDA_RUN12_D25.BAF	path:map00072	679.2681704260651
USDA_RUN12_D25.BAF	path:map00121	60.33333333333333
USDA_RUN12_D25.BAF	path:map00130	6714.2357142857145
USDA_RUN12_D25.BAF	path:map00190	21631.303030303032
USDA_RUN12_D25.BAF	path:map00220	3649.1041486291488
USDA_RUN12_D25.BAF	path:map00230	51976.71049783549
USDA_RUN12_D25.BAF	path:map00240	30635.630952380954
USDA_RUN12_D25.BAF	path:map00250	13075.032720057721
USDA_RUN12_D25.BAF	path:map00260	14329.024567099568
USDA_RUN12_D25.BAF	path:map00261	1835.1571428571428
USDA_RUN12_D25.BAF	path:map00270	14100.52435064935
USDA_RUN12_D25.BAF	path:map00280	2245.258546879677
USDA_RUN12_D25.BAF	path:map00281	510.36393345216874
USDA_RUN12_D25.BAF	path:map00290	4570.132936507936
USDA_RUN12_D25.BAF	path:map00300	4395.577380952381
USDA_RUN12_D25.BAF	path:map00310	6843.960350631481
USDA_RUN12_D25.BAF	path:map00330	17828.842857142856
USDA_RUN12_D25.BAF	path:map00340	7247.55
USDA_RUN12_D25.BAF	path:map00350	4854.273205960706
USDA_RUN12_D25.BAF	path:map00360	10875.115223665223
USDA_RUN12_D25.BAF	path:map00362	5627.911468957599
USDA_RUN12_D25.BAF	path:map00364	852.2619047619047
USDA_RUN12_D25.BAF	path:map00380	2060.441669312799
USDA_RUN12_D25.BAF	path:map00400	5163.438636363637
USDA_RUN12_D25.BAF	path:map00401	580.430303030303
USDA_RUN12_D25.BAF	path:map00410	2619.8624183006536
USDA_RUN12_D25.BAF	path:map00430	1869.5916666666667
USDA_RUN12_D25.BAF	path:map00440	7326.666666666667
USDA_RUN12_D25.BAF	path:map00450	10482.79523809524
USDA_RUN12_D25.BAF	path:map00460	2135.733333333333
USDA_RUN12_D25.BAF	path:map00471	1953.2222222222222
USDA_RUN12_D25.BAF	path:map00472	373.8333333333333
USDA_RUN12_D25.BAF	path:map00473	1400.25
USDA_RUN12_D25.BAF	path:map00480	9121.885497835498
USDA_RUN12_D25.BAF	path:map00500	39608.952020202014
USDA_RUN12_D25.BAF	path:map00511	2191.9166666666665
USDA_RUN12_D25.BAF	path:map00520	20419.068686868686
USDA_RUN12_D25.BAF	path:map00521	2881.0075757575755
USDA_RUN12_D25.BAF	path:map00531	276.75
USDA_RUN12_D25.BAF	path:map00540	12263.166666666666
USDA_RUN12_D25.BAF	path:map00550	20152.333333333332
USDA_RUN12_D25.BAF	path:map00561	10067.65873015873
USDA_RUN12_D25.BAF	path:map00564	16122.714285714286
USDA_RUN12_D25.BAF	path:map00620	19318.81559799849
USDA_RUN12_D25.BAF	path:map00622	857.1984126984127
USDA_RUN12_D25.BAF	path:map00625	577.0214743589743
USDA_RUN12_D25.BAF	path:map00627	1916.874603174603
USDA_RUN12_D25.BAF	path:map00630	9099.563233696128
USDA_RUN12_D25.BAF	path:map00633	1175.2230769230769
USDA_RUN12_D25.BAF	path:map00640	15776.917626688755
USDA_RUN12_D25.BAF	path:map00643	893.9690476190476
USDA_RUN12_D25.BAF	path:map00650	9460.649156270287
USDA_RUN12_D25.BAF	path:map00660	2915.1269841269846
USDA_RUN12_D25.BAF	path:map00670	4460.7095238095235
USDA_RUN12_D25.BAF	path:map00680	6093.261803474304
USDA_RUN12_D25.BAF	path:map00710	4489.7386002886005
USDA_RUN12_D25.BAF	path:map00720	5742.293880826775
USDA_RUN12_D25.BAF	path:map00730	7730.566666666667
USDA_RUN12_D25.BAF	path:map00740	3312.0999999999995
USDA_RUN12_D25.BAF	path:map00750	3705.125
USDA_RUN12_D25.BAF	path:map00760	9731.628571428571
USDA_RUN12_D25.BAF	path:map00770	6798.043650793651
USDA_RUN12_D25.BAF	path:map00780	6997
USDA_RUN12_D25.BAF	path:map00785	1420.5
USDA_RUN12_D25.BAF	path:map00790	9388.683333333332
USDA_RUN12_D25.BAF	path:map00791	473.01666666666665
USDA_RUN12_D25.BAF	path:map00860	16879.88333333333
USDA_RUN12_D25.BAF	path:map00900	3811.034837092732
USDA_RUN12_D25.BAF	path:map00903	268.87908496732024
USDA_RUN12_D25.BAF	path:map00910	18255.68629148629
USDA_RUN12_D25.BAF	path:map00920	16947.311904761904
USDA_RUN12_D25.BAF	path:map00930	270.76797385620915
USDA_RUN12_D25.BAF	path:map00960	2259.8469696969696
USDA_RUN12_D25.BAF	path:map00970	53173.5
USDA_RUN12_D25.BAF	path:map00983	4432.638095238095
USDA_RUN12_D25.BAF	path:map01053	3021.3999999999996
USDA_RUN12_D25.BAF	path:map01100	307420.8093030679
USDA_RUN12_D25.BAF	path:map01110	83036.5598858186
USDA_RUN12_D25.BAF	path:map01120	80765.6424921012
USDA_RUN12_D25.BAF	path:map01130	50394.448774707365
USDA_RUN12_D25.BAF	path:map01200	22616.725658934276
USDA_RUN12_D25.BAF	path:map01210	6633.6224025974025
USDA_RUN12_D25.BAF	path:map01212	4528.3910865622165
USDA_RUN12_D25.BAF	path:map01230	30258.10111832609
USDA_RUN12_D25.BAF	path:map01501	22204.416666666668
USDA_RUN12_D25.BAF	path:map01502	2693
USDA_RUN12_D25.BAF	path:map01503	25179
USDA_RUN12_D25.BAF	path:map02010	235202.99999999997
USDA_RUN12_D25.BAF	path:map02020	127401.32336523129
USDA_RUN12_D25.BAF	path:map02024	60544.09166666666
USDA_RUN12_D25.BAF	path:map02025	12145.125
USDA_RUN12_D25.BAF	path:map02026	31284.350000000002
USDA_RUN12_D25.BAF	path:map02030	5616.833333333333
USDA_RUN12_D25.BAF	path:map02040	3220.6666666666665
USDA_RUN12_D25.BAF	path:map02060	30133.666666666668
USDA_RUN12_D25.BAF	path:map03010	31603
USDA_RUN12_D25.BAF	path:map03018	21441.08095238095
USDA_RUN12_D25.BAF	path:map03030	9435.72619047619
USDA_RUN12_D25.BAF	path:map03060	8549.5
USDA_RUN12_D25.BAF	path:map03070	21521.5
USDA_RUN12_D25.BAF	path:map03410	10123.22619047619
USDA_RUN12_D25.BAF	path:map03430	18297.416666666668
USDA_RUN12_D25.BAF	path:map03440	25467.809523809523
USDA_RUN12_D25.BAF	path:map04112	14491.25
USDA_RUN12_D25.BAF	path:map04122	7527.8
USDA_RUN12_D25.BAF	path:map04964	210.18055555555554
USDA_RUN12_D25.BAF	path:map05111	11766.916666666666
USDA_RUN12_D27.BAF	path:map00010	18917.39154456654
USDA_RUN12_D27.BAF	path:map00020	5811.980042180043
USDA_RUN12_D27.BAF	path:map00030	13457.105194805192
USDA_RUN12_D27.BAF	path:map00040	21374.041666666668
USDA_RUN12_D27.BAF	path:map00051	18773.033116883114
